governorate;name_en;name_ar;address_en;address_ar;lat;lon;rating;user_ratings_total;phone;website;types;opening_hours;slug;fajr_iqama;dhuhr_iqama;asr_iqama;maghrib_iqama;isha_iqama;image1;address_mawaqit;city;zipcode;jumuah_times
Zaghouan;جامع الغفران;جامع الغفران;C46P+P8F, Zaghouan, Tunisia;C46P+P8F، زغوان، تونس;36.4118104;10.1357978;5.0;2.0;;;establishment, mosque, place_of_worship, point_of_interest;;jm-lgfrn-zgwn-1100-tunisia;25;15;10;7;10;https://cdn.mawaqit.net/images/backend/mosque/e089fc98-65cb-4fbf-a084-987cb1843c74/mosque/1eea8da6-32d1-6226-a399-066ed47a7584.jpg;حي العرائس, زغوان;زغوان;1100;12:13
Bizerte;الجامع الكبير;الجامع الكبير;7VHF+4P8 Le vieux port, Bizerte, Tunisia;7VHF+4P8 Le vieux port, Bizerte, تونس;37.2777967;9.8743188;4.9;15.0;;;establishment, mosque, place_of_worship, point_of_interest;;jm-lkbyr-bnzrt-7000-tunisia;25;15;15;10;13;https://cdn.mawaqit.net/images/backend/mosque/00b3206a-efc0-4823-ae25-d36f823535a7/mosque/1f001eb2-74f7-6cba-89f2-06bdda781935.jpg;7VHF+4P8 Le vieux port, Bizerte;بنزرت;7000;12:45
Bizerte;Mosquée de Kasbah;جامع القصبة;7VHG+G23, Boulevard de Bizerte, Sfax, Tunisia;7VHG+G23, Boulevard de Bizerte, Sfax, تونس;37.27875170000001;9.875059799999999;4.8;28.0;;;establishment, mosque, place_of_worship, point_of_interest, tourist_attraction;;jamii-lqsiba-benzrt-7000-tunisia;30;15;15;10;15;https://cdn.mawaqit.net/images/backend/mosque/e9ba36e6-1337-4f81-923f-98e5d87ad5a3/mosque/1efe18f6-c455-6db6-9fec-0e61b0058d45.jpeg;بنزرت;بنزرت;7000;12:11
Bizerte;Mosquée Al-Birr;جامع البرّ;7VX5+QM5 North El Malouf, Bizerte, Tunisia;7VX5+QM5 North El Malouf, Bizerte, تونس;37.299399;9.859228;4.7;19.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-lbir-bnzert-7053-tunisia;30;18;18;10;15;https://cdn.mawaqit.net/images/backend/mosque/1402c709-173a-4226-8927-c333f6883d3c/mosque/1ef909f4-7545-6084-9951-0e9d077f5bb1.jpg;نهج قرطبة حي المالوف 2;بنزرت;7053;12:30
Bizerte;Ksbia Mosque;مسجد القصيبة;7VHG+6JH El Ksiba, Bizerte, Tunisia;7VHG+6JH El Ksiba, Bizerte, تونس;37.2780626;9.876620899999999;4.9;35.0;;;establishment, mosque, place_of_worship, point_of_interest, tourist_attraction;;jamii-lqsiba-benzrt-7000-tunisia;30;15;15;10;15;https://cdn.mawaqit.net/images/backend/mosque/e9ba36e6-1337-4f81-923f-98e5d87ad5a3/mosque/1efe18f6-c455-6db6-9fec-0e61b0058d45.jpeg;بنزرت;بنزرت;7000;12:11
Bizerte;Mosqué Alrahmah;مسجد الرحمة;7VJ6+2C3, Bizerte, Tunisia;7VJ6+2C3، بَنْزَرْت، تونس;37.2800245;9.8610355;5.0;7.0;;;establishment, mosque, place_of_worship, point_of_interest;;masjid-lrahma-bizerte-7000-tunisia;25;15;15;10;13;https://cdn.mawaqit.net/images/backend/mosque/a7ebb452-7a3d-49d3-8716-9655844c0b63/mosque/1eea8eaf-61c0-6d70-80c6-066ed47a7584.jpg;ظهر الكدية;BIZERTE;7000;12:30
Bizerte;Mosque Sobahan Allah;جامع سبحان الله;Cité al Hana, Bizerte, Tunisia;Cité al Hana, Bizerte, تونس;37.28380629999999;9.8649139;3.9;8.0;+216 54 319 456;;establishment, mosque, place_of_worship, point_of_interest;;sbhn-llh-bnzrt-7000-tunisia;30;15;15;10;15;https://cdn.mawaqit.net/images/backend/mosque/ea721b7f-f8fa-4032-9f07-f72dd0e783e4/mosque/1f02a7b5-4091-6172-b9f4-0e31fcfe1275.jpg;حي الهناء;بنزرت;7000;12:45
Jendouba;جامع النور المروج;جامع النور المروج;FQQP+F85, Jendouba, Tunisia;FQQP+F85، جندوبة، تونس;36.48862889999999;8.7858492;4.7;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-lnour-jendouba-8100-tunisia;25;10;10;10;10;https://cdn.mawaqit.net/images/backend/mosque/b4a79d46-b99e-4642-80f0-de93f6579f1a/mosque/1ef79e63-780a-6538-8933-0600dbafaeef.jpg;حي النور;جندوبة;8100;13:00
Monastir;جامع التضامن;جامع التضامن;QR9Q+54Q Mosquée, Monastir, Tunisia;QR9Q+54Q Mosquée, Monastir, تونس;35.7679652;10.8378491;4.7;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-ltadamon-monastir-5000-tunisia;25;13:00;10;10;10;https://cdn.mawaqit.net/images/backend/mosque/14aad615-a1e3-45b3-9ce2-93ac41e987ab/mosque/1eeec5c6-e56d-6356-8c39-0621eb7171ad.jpg;الحي التاسع;المنستير;5000;13:00
Sfax;جامع الإمام اللخمي;جامع الإمام اللخمي;Mosquée Sidi Ellakhmi, Rue Sidi Lakhmi, Sfax, Tunisia;جامع سيدي اللخمي، Rue Sidi Lakhmi, صفاقس، تونس;34.7388431;10.7581244;4.5;43.0;;;establishment, mosque, place_of_worship, point_of_interest;Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours;jamii-sidi-llkhmi-sfax-3000-tunisia;25;15;12;12;12;https://cdn.mawaqit.net/images/backend/mosque/eb91a36f-4b36-47dc-a6a6-a92028ba9b04/mosque/1ef898db-2cb7-65fe-8138-0671c73660c5.jpg;نهج سيدي اللخمي، الناصرية;صفاقس;3000;12:08
Sfax;Mosquée Ettounsi;جامع التونسي;PQX5+P34, Sfax, Tunisia;PQX5+P34، صفاقس، تونس;34.7492621;10.7577168;4.6;10.0;;;establishment, mosque, place_of_worship, point_of_interest;;jm-ltwnsy-sfqs-sfqs-3039-tunisia;33;17;17;13;15;https://cdn.mawaqit.net/images/backend/mosque/a1e55cce-de1b-41d0-9800-abc01fba008d/mosque/1f08a825-7d5d-6f08-90a6-0eebcd1979e1.jpg;طريق القائد محمد كم 1.5 Tunisie ,Sfax;صفاقس;3039;12:08
Sfax;Omar bin Abdul Aziz Mosque;جامع عمر بن عبد العزيز;PPM2+J4M, P14, Sfax, Tunisia;PPM2+J4M, P14, Sfax, تونس;34.7340835;10.7002954;5.0;3.0;;;establishment, mosque, place_of_worship, point_of_interest;Monday: 3:00 AM – 10:00 PM, Tuesday: 3:00 AM – 10:00 PM, Wednesday: 3:00 AM – 10:00 PM, Thursday: 3:00 AM – 10:00 PM, Friday: 3:00 AM – 10:00 PM, Saturday: 3:00 AM – 10:00 PM, Sunday: 3:00 AM – 10:00 PM;jm-mr-bn-bd-l-zyz-sfqs-sfax-3064-tunisia;28;23;18;13;18;https://cdn.mawaqit.net/images/backend/mosque/8a9847a8-eda5-43c9-adea-256abafdeaf2/mosque/1f04a1c3-7300-6464-a238-0e5961e1fdbb.jpg;طريق المطار كم 4.5 ، Sfax, تونس;SFAX;3064;12:08
Sfax;Mosquée Atouka;جامع التقى;PPCC+636, Sfax, Tunisia;PPCC+636، صفاقس، تونس;34.7205258;10.7201511;4.6;12.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-ltaqwa-sfax-3052-tunisia;30;18;18;13;18;https://cdn.mawaqit.net/images/backend/mosque/a66a6948-492e-4661-ac0e-fbc185d39b86/mosque/1ef90b55-c3b7-6e9e-b4d3-0affcb0701ab.jpg;route de mharza km 3.2  PPCC+636, Sfax;SFAX;3052;12:30
Sfax;Mosqué Essalam;جامع السلام شارع 5 أوت نهج صبرة;PQV6+9W7, Av. 5 août, Sfax, Tunisia;PQV6+9W7, Av. 5 août, Sfax, تونس;34.7434226;10.7623124;5.0;2.0;;;establishment, mosque, place_of_worship, point_of_interest;Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours;jamii-lsalam-sfax-tunisia;30;12;12;10;12;https://cdn.mawaqit.net/images/backend/mosque/6c4a69de-534d-470d-ae79-215b14b7bcd7/mosque/1efb23b4-c4c3-6c92-8059-0a0389a4e0f5.jpg;شارع 5 أوت، نهج صبرة;صفاقس;0;12:09
Sfax;Radwan mosque;جامع الرضوان;QM9M+JQF, Sfax, Tunisia;QM9M+JQF، صفاقس، تونس;34.7690567;10.6844287;4.3;9.0;;;establishment, mosque, place_of_worship, point_of_interest;;elrrodhwen-sfax-3076-tunisia;28;18;18;13;18;https://cdn.mawaqit.net/images/backend/mosque/45dd82a6-be03-4d5d-9a75-113608a6a8df/mosque/1eeec8fa-645c-68d4-bd1f-0621eb7171ad.jpg;Manzel Chaker Road, km 8;SFAX;3076;12:08
Kasserine;جامع عمار بن الطاهر;جامع عمار بن الطاهر;5RCM+C6Q, شارع الدولاب, Kasserine, Tunisia;5RCM+C6Q, شارع الدولاب, Kasserine, تونس;35.1710812;8.8331052;5.0;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;aamar-bn-ltahr-kasserine-1200-tunisia;30;10;8;6;9;https://cdn.mawaqit.net/images/backend/mosque/08b06dcb-c670-4ca2-aec9-982181d67696/mosque/1ef0872d-1825-693c-9086-06724289ed6b.jpg;1 rue edouleb;KASSERINE;1200;14:00, 14:00
Sidi Bouzid;جامع عباد الرحمان;جامع عباد الرحمان;2FPM+6H6, Sidi Bouzid, Tunisia;2FPM+6H6، سيدي بوزيد، تونس;35.0355273;9.4838981;;;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-lrahma-sidi-bouzid-9100-tunisia;30;15;15;8;10;https://cdn.mawaqit.net/images/backend/mosque/965f3bb8-498c-472f-a5ba-9e7eb8e59f70/mosque/1ef51176-d8d7-69c8-a0ec-0a67bcb0d635.jpg;سيدي بوزيد;سيدي بوزيد;9100;13:00
Medenine;جامع الريان - Al Rayan Mosque;جامع الريان;8FGR+72P, Médenine, Tunisia;8FGR+72P, Médenine, تونس;33.3257213;10.4900814;4.6;5.0;;;establishment, mosque, place_of_worship, point_of_interest;;lrayan-mednin-4100-tunisia;20;13:00;15;7;15;https://cdn.mawaqit.net/images/backend/mosque/4b090bdb-013b-48ff-8944-8b14a69f24fc/mosque/1ef4e958-3eee-6104-8fb0-0a67bcb0d635.jpg;حي الرقي;مدنين;4100;12:45
Medenine;مسجد بلال مدنين Mosquée Bilal Medenine;مسجد بلال مدنين;8FHH+W9G, Medenine, Tunisia;8FHH+W9G، مدنين، تونس;33.329822;10.4784659;4.7;9.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-bilal-mednin-4127-tunisia;20;15;15;7;15;https://cdn.mawaqit.net/images/backend/mosque/e795d0f3-d9b0-4e24-8263-d6702192b578/mosque/1efe0bc8-7671-6e1e-b241-063aa5df5c67.jpg;تقسيم بوعظلة;مدنين;4127;12:45
Medenine;جامع أبو بكر الصّدّيق;جامع أبو بكر الصّدّيق;حيّ سيدي بوبكر طريق حسّي ضيف الله مدنين الجنوبيّة, 8GPF+GGH, Médenine, Tunisia;حيّ سيدي بوبكر طريق حسّي ضيف الله مدنين الجنوبيّة, 8GPF+GGH, Médenine, تونس;33.3363104;10.5238666;3.7;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;abou-bakr-lsidiq-mednine-4100-tunisia;20;13:00;15;5;15;https://cdn.mawaqit.net/images/backend/mosque/5ef90ae6-71aa-4cfa-aa0f-c9cd6d6ca3db/mosque/1efd3414-1fa4-694c-ba6c-0ac178b258e1.jpg;طريق حسي ضيف الله;مدنين;4100;13:00
Medenine;مسجد الأنصار;مسجد الأنصار;8FXJ+6V6، نهج قريش، Médenine 4100, Tunisia;8FXJ+6V6، نهج قريش، مدنين 4100، تونس;33.3480278;10.4821308;;;;;establishment, mosque, place_of_worship, point_of_interest;;jamii-lansar-mednin-4100-tunisia;20;15;12;7;15;https://cdn.mawaqit.net/images/backend/mosque/b279a5e1-af8a-4854-a9ce-86efa0dda0f2/mosque/1ef43adb-0427-6c04-8eba-06813c7b3fcb.jpg;نهج قريش;مدنين;4100;13:00
Medenine;Mosque Citee Ennassim;جامع حي النسيم;8GW2+FGC, Medenine, Tunisia;8GW2+FGC، مدنين، تونس;33.3461781;10.5012676;5.0;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;jm-nassim-mednine;20;15;15;10;15;;حي النسيم;مدنين;4100;12:45
Tataouine;Bilal Mosque;جامع بلال;WFR3+8H4, Tataouine, Tunisia;WFR3+8H4، تطاوين، تونس;32.940767;10.4539578;4.2;12.0;;;establishment, mosque, place_of_worship, point_of_interest;Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours;jamii-bilal-titawin-3200-tunisia-1;20;13:00;16;7;15;https://cdn.mawaqit.net/images/backend/mosque/a097c32a-ac4b-47af-a961-1b0077fa7461/mosque/1eea8e88-3aa2-65da-956d-066ed47a7584.jpg;معتمدية تطاوين الشمالية;تطاوين;3200;12:45
Tataouine;Mosquée El Atik;جامع تطاوين العتيق;WCGX+PW3, Tataouine, Tunisia;WCGX+PW3، تطاوين، تونس;32.9267589;10.4497817;4.6;22.0;;;establishment, mosque, place_of_worship, point_of_interest;;jm-l-tyq-ttwyn-tataouine-tataouine-tunisia;20;13:00;15;8;15;https://cdn.mawaqit.net/images/backend/mosque/b117c0b0-fb9b-4d14-a037-876130a9c811/mosque/1eea8ec3-6f33-69e4-867f-066ed47a7584.jpg;WCGX+PW3, Tataouine, Tunisie;TATAOUINE;Tataouine;13:00
Tataouine;جامع حذيفة بن اليمان;جامع حذيفة بن اليمان;المخنق, WFC2+C9J, Tataouine, Tunisia;المخنق, WFC2+C9J, Tataouine, تونس;32.9210902;10.4508956;;;;;establishment, mosque, place_of_worship, point_of_interest;Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours;jamii-lrayan-tataouine-3200-tunisia;17;13:00;15;8;15;https://cdn.mawaqit.net/images/backend/mosque/8e60037e-7b21-45e9-957f-640f46d4b090/mosque/1eed0186-f081-6c34-a031-0a7eba2dd6b3.jpg;حي المهرجان;تطاوين;3200;12:45
Tataouine;جامع الرحمة;جامع الرحمة;WC6H+892, Unnamed Road, Tataouine, Tunisia;WC6H+892, Unnamed Road, Tataouine, تونس;32.9107514;10.4283846;3.7;3.0;;;establishment, mosque, place_of_worship, point_of_interest;;jamia-errahma-tetouan-3293-tunisia;20;13:00;15;7;15;https://cdn.mawaqit.net/images/backend/mosque/c10cee90-0460-4f92-a15f-db2a794e8c32/mosque/1eea8ea7-8093-6b1a-b65d-066ed47a7584.jpg;الرقبة تطاوين;تطاوين;3293;12:45
Tataouine;مسجد مصعب بن عمير حي النور;مسجد مصعب بن عمير حي النور;WFC5+7J, Tataouine, Tunisia;WFC5+7J، تطاوين، تونس;32.9208007;10.4592291;5.0;3.0;;https://mawaqit.net/ar/m/mossab-bn-omayr-titawin-3200-tunisia;establishment, mosque, place_of_worship, point_of_interest;Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours;mossab-bn-omayr-titawin-3200-tunisia;20;13:00;15;8;20;https://cdn.mawaqit.net/images/backend/mosque/debbc3fe-b604-4ad5-810e-889699688f23/mosque/1eea8e51-b069-6ea8-94ea-066ed47a7584.jpg;حي النور طريق زمور;تطاوين;3200;12:45
Tataouine;Mosquée Ksar Mguebla;جامع قصر المقابلة;WCGH+45H, Tataouine, Tunisia;WCGH+45H، تطاوين، تونس;32.9253123;10.4279767;4.4;7.0;;;establishment, mosque, place_of_worship, point_of_interest;;mosque-ksar-meguebla-tataouine-3321-tunisia;20;12:45;15;8;15;https://cdn.mawaqit.net/images/backend/mosque/b67a3285-c64e-476e-bd94-62beb51e763f/mosque/1ef0a36e-1c15-67ce-a63d-0e8f4a8ce035.jpg;قصر المقابلة;TATAOUINE;3321;12:45
Gafsa;مسجد الرحمة;مسجد الرحمة;CQJF+FXH، Rue El Amine Bey، Gafsa, Tunisia;CQJF+FXH، Rue El Amine Bey، قفصة، تونس;34.4311771;8.774970099999999;5.0;1.0;;;establishment, mosque, place_of_worship, point_of_interest;;msjd-lnwr-qfs-2100-tunisia;20;10;10;7;10;https://cdn.mawaqit.net/images/backend/mosque/543bbd8b-af1f-4f8f-84ab-da3db4b1922f/mosque/1f00c157-9dd5-64aa-89fb-0e4fa23cf9cb.jpg;قصر;قفصة;2100;12:15
